Random games won/total: 1/1.0, win %: 100.0%, last score: 1.0
Random games won/total: 1/2.0, win %: 50.0%, last score: -1
Random games won/total: 1/3.0, win %: 33.33%, last score: -1
Random games won/total: 1/4.0, win %: 25.0%, last score: -1
Random games won/total: 1/5.0, win %: 20.0%, last score: -1
Random games won/total: 1/6.0, win %: 16.67%, last score: -1
Random games won/total: 1/7.0, win %: 14.29%, last score: -1
Random games won/total: 1/8.0, win %: 12.5%, last score: -1
Random games won/total: 1/9.0, win %: 11.11%, last score: -1
Random games won/total: 2/10.0, win %: 20.0%, last score: 1.0
Random games won/total: 3/11.0, win %: 27.27%, last score: 1.0
Random games won/total: 3/12.0, win %: 25.0%, last score: -1
Random games won/total: 3/13.0, win %: 23.08%, last score: -1
Random games won/total: 3/14.0, win %: 21.43%, last score: -1
Random games won/total: 3/15.0, win %: 20.0%, last score: -1
Random games won/total: 4/16.0, win %: 25.0%, last score: 1.0
Random games won/total: 4/17.0, win %: 23.53%, last score: -1
Random games won/total: 5/18.0, win %: 27.78%, last score: 1.0
Random games won/total: 6/19.0, win %: 31.58%, last score: 1.0
Random games won/total: 7/20.0, win %: 35.0%, last score: 1.0
Random games won/total: 7/21.0, win %: 33.33%, last score: -1
Random games won/total: 8/22.0, win %: 36.36%, last score: 1.0
Random games won/total: 8/23.0, win %: 34.78%, last score: -1
Random games won/total: 9/24.0, win %: 37.5%, last score: 1.0
Random games won/total: 9/25.0, win %: 36.0%, last score: -1
Random games won/total: 10/26.0, win %: 38.46%, last score: 1.0
Random games won/total: 10/27.0, win %: 37.04%, last score: -1
Random games won/total: 11/28.0, win %: 39.29%, last score: 1.0
Random games won/total: 12/29.0, win %: 41.38%, last score: 1.0
Random games won/total: 13/30.0, win %: 43.33%, last score: 1.0
Trained episode: 78, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 2353
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 79, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 2383
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 80, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 2413
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 81, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 2444
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 82, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 2474
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 83, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 2504
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 84, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 2535
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 85, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 2565
Trained episode: 86, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 2596
Trained episode: 87, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2626
Trained episode: 88, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2656
Trained episode: 89, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2686
Trained episode: 90, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2716
Trained episode: 91, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2746
Trained episode: 92, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2776
Trained episode: 93, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2806
Trained episode: 94, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 2837
Trained episode: 95, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 2868
Trained episode: 96, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2898
Trained episode: 97, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2928
Trained episode: 98, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2958
Trained episode: 99, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 2988
Trained episode: 100, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3019
Trained episode: 101, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3050
Trained episode: 102, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3081
Trained episode: 103, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3111
Trained episode: 104, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3142
Trained episode: 105, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3172
Trained episode: 106, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3202
Trained episode: 107, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3232
Trained episode: 108, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3262
Trained episode: 109, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3293
Trained episode: 110, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3323
Trained episode: 111, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3353
Trained episode: 112, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3384
Trained episode: 113, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3416
Trained episode: 114, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3447
Trained episode: 115, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3477
Trained episode: 116, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3507
Trained episode: 117, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 3538
Trained episode: 118, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3568
Trained episode: 119, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3598
Trained episode: 120, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3628
Trained episode: 121, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3658
Trained episode: 122, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3688
Trained episode: 123, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3718
Trained episode: 124, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3748
Trained episode: 125, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3778
Trained episode: 126, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 3809
Trained episode: 127, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3839
Trained episode: 128, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3870
Trained episode: 129, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3900
Trained episode: 130, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3930
Trained episode: 131, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3960
Trained episode: 132, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 3991
Trained episode: 133, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4022
Trained episode: 134, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4052
Trained episode: 135, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4082
Trained episode: 136, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4112
Trained episode: 137, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4145
Trained episode: 138, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4175
Trained episode: 139, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4205
Trained episode: 140, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4235
Trained episode: 141, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4265
Trained episode: 142, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4295
Trained episode: 143, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4326
Trained episode: 144, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4356
Trained episode: 145, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4387
Trained episode: 146, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 4418
Trained episode: 147, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 4448
Trained episode: 148, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 4479
Trained episode: 149, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 4510
Trained episode: 150, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 4540
Trained episode: 151, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 4571
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 152, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 4601
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 153, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 4631
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 154, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 4663
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 155, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 4693
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 156, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 4723
Trained episode: 157, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 4753
Trained episode: 158, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 4783
Trained episode: 159, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 4815
Trained episode: 160, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 4845
Trained episode: 161, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4876
Trained episode: 162, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4908
Trained episode: 163, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 4939
Trained episode: 164, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 4970
Trained episode: 165, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5000
Trained episode: 166, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5030
Trained episode: 167, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5060
Trained episode: 168, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5092
Trained episode: 169, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5123
Trained episode: 170, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5153
Trained episode: 171, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5184
Trained episode: 172, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5216
Trained episode: 173, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5248
Trained episode: 174, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 5278
Trained episode: 175, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 5308
Trained episode: 176, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 5338
Trained episode: 177, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 5370
Trained episode: 178, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 5401
Trained episode: 179, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 5432
Trained episode: 180, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 5463
Trained episode: 181, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 5493
Trained episode: 182, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 5523
Trained episode: 183, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 5554
Trained episode: 184, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 5584
Trained episode: 185, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5616
Trained episode: 186, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5648
Trained episode: 187, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5678
Trained episode: 188, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5709
Trained episode: 189, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5739
Trained episode: 190, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5769
Trained episode: 191, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5800
Trained episode: 192, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 5830
Trained episode: 193, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 5862
Trained episode: 194, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5893
Trained episode: 195, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5923
Trained episode: 196, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5955
Trained episode: 197, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 5987
Trained episode: 198, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6018
Trained episode: 199, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6048
Trained episode: 200, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6078
Trained episode: 201, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6109
Trained episode: 202, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6140
Trained episode: 203, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6172
Trained episode: 204, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6202
Trained episode: 205, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6233
Trained episode: 206, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6264
Trained episode: 207, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6294
Trained episode: 208, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6324
Trained episode: 209, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6355
Trained episode: 210, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6386
Trained episode: 211, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6417
Trained episode: 212, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6449
Trained episode: 213, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6481
Trained episode: 214, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 6513
Trained episode: 215, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6544
Trained episode: 216, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6575
Trained episode: 217, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6605
Trained episode: 218, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6635
Trained episode: 219, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6667
Trained episode: 220, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6697
Trained episode: 221, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6727
Trained episode: 222, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6758
Trained episode: 223, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 6788
Trained episode: 224, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6820
Trained episode: 225, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6852
Trained episode: 226, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6882
Trained episode: 227, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6912
Trained episode: 228, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6944
Trained episode: 229, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 6975
Trained episode: 230, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7007
Trained episode: 231, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7037
Trained episode: 232, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7069
Trained episode: 233, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7101
Trained episode: 234, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7133
Trained episode: 235, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7165
Trained episode: 236, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7197
Trained episode: 237, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7228
Trained episode: 238, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7260
Trained episode: 239, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7269
Trained episode: 240, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7299
Trained episode: 241, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7330
Trained episode: 242, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7362
Trained episode: 243, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7393
Trained episode: 244, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7423
Trained episode: 245, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7455
Trained episode: 246, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7485
Trained episode: 247, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7515
Trained episode: 248, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 7546
Trained episode: 249, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 7578
Trained episode: 250, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 7608
Trained episode: 251, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 7640
Trained episode: 252, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 7670
Trained episode: 253, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 7701
Trained episode: 254, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 7732
Trained episode: 255, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 7762
Trained episode: 256, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 7793
Trained episode: 257, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 7823
Trained episode: 258, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 7853
Trained episode: 259, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 7884
Trained episode: 260, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 7914
Trained episode: 261, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 7945
Trained episode: 262, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 7977
Trained episode: 263, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8007
Trained episode: 264, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8038
Trained episode: 265, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8069
Trained episode: 266, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 8101
Trained episode: 267, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8131
Trained episode: 268, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8161
Trained episode: 269, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8191
Trained episode: 270, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8221
Trained episode: 271, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8251
Trained episode: 272, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8281
Trained episode: 273, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8312
Trained episode: 274, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8342
Trained episode: 275, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8372
Trained episode: 276, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 8402
Trained episode: 277, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 8433
Trained episode: 278, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 8464
Trained episode: 279, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 8495
Trained episode: 280, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 8525
Trained episode: 281, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 8556
Trained episode: 282, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 8587
Trained episode: 283, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8618
Trained episode: 284, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8649
Trained episode: 285, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8679
Trained episode: 286, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8709
Trained episode: 287, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8740
Trained episode: 288, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8771
Trained episode: 289, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8802
Trained episode: 290, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 8833
Trained episode: 291, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 8864
Trained episode: 292, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8895
Trained episode: 293, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8925
Trained episode: 294, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8956
Trained episode: 295, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 8987
Trained episode: 296, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9018
Trained episode: 297, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9048
Trained episode: 298, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9079
Trained episode: 299, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 9110
Trained episode: 300, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 9140
Trained episode: 301, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9170
Trained episode: 302, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9200
Trained episode: 303, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9231
Trained episode: 304, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9261
Trained episode: 305, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9292
Trained episode: 306, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9322
Trained episode: 307, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9353
Trained episode: 308, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9384
Trained episode: 309, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 9415
Trained episode: 310, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 9445
Trained episode: 311, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 9475
Trained episode: 312, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9506
Trained episode: 313, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9536
Trained episode: 314, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9566
Trained episode: 315, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9597
Trained episode: 316, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9628
Trained episode: 317, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9658
Trained episode: 318, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9689
Trained episode: 319, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9720
Trained episode: 320, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 9751
Trained episode: 321, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9777
Trained episode: 322, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9807
Trained episode: 323, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9838
Trained episode: 324, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9869
Trained episode: 325, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9900
Trained episode: 326, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9931
Trained episode: 327, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9962
Trained episode: 328, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 9992
Trained episode: 329, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 10023
Trained episode: 330, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 10054
Trained episode: 331, current score: 1.0 mean_score: 0.1, e: 0.048, iterations (steps): 10085
Trained episode: 332, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 10116
Trained episode: 333, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 10147
Trained episode: 334, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 10178
Trained episode: 335, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 10208
Trained episode: 336, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 10238
Trained episode: 337, current score: 1.0 mean_score: 0.3, e: 0.048, iterations (steps): 10269
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 338, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 10299
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 339, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 10330
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 340, current score: -1 mean_score: 0.3, e: 0.048, iterations (steps): 10360
Games won/total: 0/1.0, win %: 0.0%, last score: -1
Trained episode: 341, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 10392
Trained episode: 342, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 10422
Trained episode: 343, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 10453
Trained episode: 344, current score: 1.0 mean_score: 0.2, e: 0.048, iterations (steps): 10484
Trained episode: 345, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 10515
Trained episode: 346, current score: -1 mean_score: 0.2, e: 0.048, iterations (steps): 10546
Trained episode: 347, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 10577
Trained episode: 348, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 10607
Trained episode: 349, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 10638
Trained episode: 350, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 10669
Trained episode: 351, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 10699
Trained episode: 352, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 10730
Trained episode: 353, current score: -1 mean_score: 0.1, e: 0.048, iterations (steps): 10760
Trained episode: 354, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 10790
Trained episode: 355, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 10820
Trained episode: 356, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 10851
Trained episode: 357, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 10881
Trained episode: 358, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 10912
Trained episode: 359, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 10942
Trained episode: 360, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 10973
Trained episode: 361, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11004
Trained episode: 362, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11035
Trained episode: 363, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11066
Trained episode: 364, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11094
Trained episode: 365, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11124
Trained episode: 366, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11155
Trained episode: 367, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11185
Trained episode: 368, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11216
Trained episode: 369, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11247
Trained episode: 370, current score: -1 mean_score: 0.0, e: 0.048, iterations (steps): 11278
